order_id,customer_id,customer_name,category,sub_category,unit_price,quantity,discount_pct,discount_amount,line_total,payment_method,order_date,order_year,order_month,order_quarter,order_year_month,shipping_status,is_returned,region,state
ORD-103202,CUST-3958,Charles Allen,Electronics,Cameras,294.83,1,0.0,0.0,294.83,Paypal,2022-09-08,2022,9,3,2022-09,Cancelled,False,North,Connecticut
ORD-107584,CUST-1456,Anthony Jones,Clothing,Women'S Wear,804.16,1,15.0,120.62,683.54,Paypal,2022-05-23,2022,5,2,2022-05,Returned,True,East,Wisconsin
ORD-113591,CUST-1041,Matthew Martin,Books,Academic,635.9,3,5.0,95.38,1812.32,Debit Card,2022-08-17,2022,8,3,2022-08,Cancelled,False,East,Wisconsin
ORD-112252,CUST-5934,James Young,Electronics,Smartphones,741.74,4,15.0,445.04,2521.92,Paypal,2024-06-04,2024,6,2,2024-06,Processing,False,North,Pennsylvania
ORD-104755,CUST-4949,William Wilson,Food & Beverage,Beverages,1299.72,5,15.0,974.79,5523.81,Gift Card,2022-10-04,2022,10,4,2022-10,Delivered,False,North,Pennsylvania
ORD-103424,CUST-1330,Barbara Martin,Beauty,Makeup,1256.49,4,0.0,0.0,5025.96,Bank Transfer,2024-06-18,2024,6,2,2024-06,Returned,True,West,Arizona
ORD-100414,CUST-3864,Barbara Young,Home & Garden,Kitchenware,949.6,6,10.0,569.76,5127.84,Gift Card,2023-12-22,2023,12,4,2023-12,Delivered,False,East,Indiana
ORD-105914,CUST-1895,Barbara Walker,Food & Beverage,Beverages,778.32,8,5.0,311.33,5915.23,Bank Transfer,2022-04-01,2022,4,2,2022-04,Returned,True,North,Connecticut
ORD-108267,CUST-5841,Jennifer Martin,Beauty,Skincare,550.82,5,0.0,0.0,2754.1,Paypal,2022-09-07,2022,9,3,2022-09,Processing,False,East,Illinois
ORD-112830,CUST-2322,Thomas King,Electronics,Laptops,531.95,6,0.0,0.0,3191.7,Paypal,2024-02-06,2024,2,1,2024-02,Processing,False,North,Pennsylvania
ORD-105758,CUST-2644,Michael Garcia,Food & Beverage,Snacks,659.46,7,0.0,0.0,4616.22,Bank Transfer,2023-02-27,2023,2,1,2023-02,Returned,True,South,North Carolina
ORD-112121,CUST-5576,Michael Jones,Toys,Board Games,683.51,2,10.0,136.7,1230.32,Debit Card,2023-05-07,2023,5,2,2023-05,Shipped,False,North,Connecticut
ORD-102094,CUST-5175,Charles Smith,Toys,Dolls,434.27,9,20.0,781.69,3126.74,Paypal,2023-11-03,2023,11,4,2023-11,Cancelled,False,East,Michigan
ORD-105860,CUST-2513,Mark King,Electronics,Smartphones,685.82,7,0.0,0.0,4800.74,Debit Card,2022-05-12,2022,5,2,2022-05,Cancelled,False,Central,Kansas
ORD-109628,CUST-2439,Jennifer Wilson,Beauty,Personal Care,76.14,7,20.0,106.6,426.38,Bank Transfer,2022-02-15,2022,2,1,2022-02,Processing,False,East,Illinois
ORD-112238,CUST-5653,Mark Williams,Clothing,Men'S Wear,503.9,4,20.0,403.12,1612.48,Unknown,2024-03-08,2024,3,1,2024-03,Cancelled,False,East,Indiana
ORD-102340,CUST-4714,Mark Wright,Toys,Dolls,1128.01,8,0.0,0.0,9024.08,Gift Card,2024-01-13,2024,1,1,2024-01,Processing,False,North,Pennsylvania
ORD-100265,CUST-4727,Anthony Thompson,Books,Academic,1112.45,7,0.0,0.0,7787.15,Bank Transfer,2022-12-31,2022,12,4,2022-12,Shipped,False,Central,Iowa
ORD-114939,CUST-5403,Susan Martin,Clothing,Women'S Wear,1142.44,9,0.0,0.0,10281.96,Paypal,2022-10-22,2022,10,4,2022-10,Returned,True,South,Virginia
ORD-110967,CUST-3777,Jessica Anderson,Electronics,Smartphones,867.48,5,0.0,0.0,4337.4,Gift Card,2022-11-21,2022,11,4,2022-11,Cancelled,False,East,Wisconsin
ORD-106473,CUST-5287,Sandra White,Sports,Team Sports,1453.57,3,0.0,0.0,4360.71,Credit Card,2024-04-15,2024,4,2,2024-04,Returned,True,North,Connecticut
ORD-106118,CUST-3730,Michael Wilson,Beauty,Haircare,401.25,6,0.0,0.0,2407.5,Credit Card,2022-03-18,2022,3,1,2022-03,Cancelled,False,East,Wisconsin
ORD-111327,CUST-4439,Anthony Thomas,Food & Beverage,Beverages,176.39,4,5.0,35.28,670.28,Credit Card,2024-05-01,2024,5,2,2024-05,Shipped,False,Central,Kansas
ORD-103542,CUST-2937,Ashley Allen,Electronics,Cameras,224.65,5,10.0,112.32,1010.93,Debit Card,2022-12-05,2022,12,4,2022-12,Shipped,False,South,Florida
ORD-110868,CUST-3226,Emily Miller,Beauty,Personal Care,790.03,7,5.0,276.51,5253.7,Paypal,2022-11-18,2022,11,4,2022-11,Returned,True,West,California
ORD-106435,CUST-4487,Susan Jones,Toys,Puzzles,845.41,7,15.0,887.68,5030.19,Debit Card,2023-07-21,2023,7,3,2023-07,Cancelled,False,West,Washington
ORD-114610,CUST-3058,Emily Wilson,Books,Academic,589.3,2,0.0,0.0,1178.6,Bank Transfer,2023-01-17,2023,1,1,2023-01,Processing,False,North,New York
ORD-102142,CUST-4918,Sandra Taylor,Home & Garden,Kitchenware,1066.81,9,0.0,0.0,9601.29,Unknown,2024-01-04,2024,1,1,2024-01,Cancelled,False,East,Wisconsin
ORD-103851,CUST-4968,Robert Thomas,Beauty,Makeup,178.96,6,0.0,0.0,1073.76,Bank Transfer,2022-06-17,2022,6,2,2022-06,Shipped,False,East,Indiana
ORD-105145,CUST-5092,Barbara Robinson,Electronics,Laptops,1320.36,4,0.0,0.0,5281.44,Debit Card,2022-01-01,2022,1,1,2022-01,Returned,True,East,Ohio
ORD-101082,CUST-5477,Richard Smith,Toys,Action Figures,629.28,9,0.0,0.0,5663.52,Paypal,2023-08-06,2023,8,3,2023-08,Shipped,False,East,Illinois
ORD-101671,CUST-4063,Karen Williams,Clothing,Men'S Wear,1317.57,6,0.0,0.0,7905.42,Credit Card,2022-01-27,2022,1,1,2022-01,Cancelled,False,North,Pennsylvania
ORD-113212,CUST-3242,Richard Wright,Clothing,Kids' Wear,288.7,4,0.0,0.0,1154.8,Paypal,2024-03-04,2024,3,1,2024-03,Shipped,False,Central,Colorado
ORD-106634,CUST-3264,John Taylor,Food & Beverage,Organic,960.87,9,5.0,432.39,8215.44,Paypal,2022-05-12,2022,5,2,2022-05,Shipped,False,South,North Carolina
ORD-105508,CUST-5013,Robert White,Home & Garden,Lighting,390.87,2,0.0,0.0,781.74,Bank Transfer,2022-08-30,2022,8,3,2022-08,Returned,True,North,New Jersey
ORD-112667,CUST-3308,Margaret Wright,Toys,Dolls,1138.88,4,0.0,0.0,4555.52,Paypal,2022-01-13,2022,1,1,2022-01,Delivered,False,South,North Carolina
ORD-101503,CUST-3589,Linda Young,Books,Academic,515.17,3,5.0,77.28,1468.23,Unknown,2023-08-06,2023,8,3,2023-08,Processing,False,East,Michigan
ORD-101971,CUST-4326,Karen Martin,Clothing,Kids' Wear,1248.39,4,0.0,0.0,4993.56,Gift Card,2022-03-12,2022,3,1,2022-03,Cancelled,False,North,Connecticut
ORD-106051,CUST-4104,Thomas Robinson,Food & Beverage,Supplements,1425.67,6,10.0,855.4,7698.62,Paypal,2022-01-05,2022,1,1,2022-01,Processing,False,East,Indiana
ORD-103798,CUST-2214,Patricia Smith,Clothing,Women'S Wear,262.92,8,0.0,0.0,2103.36,Bank Transfer,2023-06-19,2023,6,2,2023-06,Delivered,False,North,Massachusetts
ORD-100694,CUST-4568,Mark Thompson,Books,Children'S,176.68,3,15.0,79.51,450.53,Gift Card,2023-12-13,2023,12,4,2023-12,Returned,True,North,Pennsylvania
ORD-103855,CUST-5221,Sandra Garcia,Home & Garden,Furniture,741.74,7,0.0,0.0,5192.18,Paypal,2022-02-13,2022,2,1,2022-02,Shipped,False,North,Massachusetts
ORD-111973,CUST-2513,William Brown,Home & Garden,Bedding,741.74,1,0.0,0.0,741.74,Gift Card,2023-03-12,2023,3,1,2023-03,Shipped,False,North,Pennsylvania
ORD-113343,CUST-4488,Ashley Brown,Food & Beverage,Beverages,1020.72,9,0.0,0.0,9186.48,Gift Card,2022-05-05,2022,5,2,2022-05,Processing,False,South,Virginia
ORD-111001,CUST-4774,Karen Thompson,Books,Children'S,211.16,1,15.0,31.67,179.49,Debit Card,2022-03-13,2022,3,1,2022-03,Delivered,False,Central,Colorado
ORD-109436,CUST-1391,David Garcia,Sports,Team Sports,1089.72,3,0.0,0.0,3269.16,Credit Card,2023-05-08,2023,5,2,2023-05,Cancelled,False,West,Oregon
ORD-106225,CUST-3266,Charles Garcia,Clothing,Women'S Wear,944.17,8,0.0,0.0,7553.36,Paypal,2022-09-02,2022,9,3,2022-09,Delivered,False,Central,Missouri
ORD-103094,CUST-1815,David Walker,Beauty,Fragrances,286.87,6,10.0,172.12,1549.1,Gift Card,2022-01-21,2022,1,1,2022-01,Cancelled,False,North,New York
ORD-108732,CUST-5547,Patricia Walker,Home & Garden,Bedding,381.84,5,5.0,95.46,1813.74,Credit Card,2022-02-06,2022,2,1,2022-02,Delivered,False,West,Washington
ORD-109758,CUST-4094,John Taylor,Toys,Stem Toys,300.12,2,0.0,0.0,600.24,Paypal,2024-01-07,2024,1,1,2024-01,Shipped,False,West,Washington
ORD-109284,CUST-1262,Betty Wright,Food & Beverage,Beverages,1270.25,3,0.0,0.0,3810.75,Credit Card,2022-11-05,2022,11,4,2022-11,Processing,False,East,Ohio
ORD-111126,CUST-2184,Mark Lewis,Home & Garden,Garden Tools,1254.13,6,10.0,752.48,6772.3,Bank Transfer,2023-11-13,2023,11,4,2023-11,Returned,True,East,Wisconsin
ORD-110118,CUST-5932,Richard Walker,Clothing,Accessories,145.84,7,25.0,255.22,765.66,Debit Card,2024-06-12,2024,6,2,2024-06,Delivered,False,Central,Iowa
ORD-108408,CUST-1081,David Taylor,Sports,Team Sports,767.04,2,0.0,0.0,1534.08,Gift Card,2024-06-02,2024,6,2,2024-06,Cancelled,False,South,Georgia
ORD-103244,CUST-3540,Susan Jones,Food & Beverage,Supplements,1054.71,3,25.0,791.03,2373.1,Gift Card,2022-01-31,2022,1,1,2022-01,Returned,True,East,Illinois
ORD-103100,CUST-4739,Sandra Jackson,Sports,Outdoor Gear,143.48,3,15.0,64.57,365.87,Paypal,2024-03-30,2024,3,1,2024-03,Processing,False,North,New York
ORD-107261,CUST-4796,Christopher Jackson,Clothing,Footwear,289.67,5,5.0,72.42,1375.93,Paypal,2024-04-27,2024,4,2,2024-04,Shipped,False,South,Florida
ORD-103563,CUST-5928,Linda King,Sports,Team Sports,741.74,8,0.0,0.0,5933.92,Gift Card,2022-03-15,2022,3,1,2022-03,Cancelled,False,North,Connecticut
ORD-112093,CUST-2327,Christopher Johnson,Books,Children'S,1274.36,1,10.0,127.44,1146.92,Gift Card,2022-01-08,2022,1,1,2022-01,Shipped,False,West,Nevada
ORD-106108,CUST-3307,Jennifer Brown,Electronics,Headphones,297.99,8,5.0,119.2,2264.72,Debit Card,2022-09-18,2022,9,3,2022-09,Returned,True,North,New York
ORD-111504,CUST-4279,David Jones,Sports,Outdoor Gear,817.58,4,0.0,0.0,3270.32,Debit Card,2022-08-28,2022,8,3,2022-08,Delivered,False,North,Massachusetts
ORD-113197,CUST-5108,Sarah Miller,Sports,Team Sports,764.7,5,0.0,0.0,3823.5,Credit Card,2024-06-10,2024,6,2,2024-06,Delivered,False,South,North Carolina
ORD-112872,CUST-2591,Christopher Garcia,Home & Garden,Bedding,559.91,5,0.0,0.0,2799.55,Debit Card,2024-05-29,2024,5,2,2024-05,Delivered,False,West,Arizona
ORD-108823,CUST-5037,Barbara Wilson,Home & Garden,Kitchenware,113.16,9,0.0,0.0,1018.44,Debit Card,2023-11-17,2023,11,4,2023-11,Processing,False,East,Michigan
ORD-113932,CUST-1521,Joseph Jackson,Beauty,Makeup,109.94,8,15.0,131.93,747.59,Credit Card,2023-11-02,2023,11,4,2023-11,Cancelled,False,East,Wisconsin
ORD-111913,CUST-1445,Matthew Williams,Books,Non-Fiction,741.74,2,5.0,74.17,1409.31,Paypal,2022-09-23,2022,9,3,2022-09,Delivered,False,South,North Carolina
ORD-113833,CUST-4038,Mark Davis,Books,Academic,741.74,9,0.0,0.0,6675.66,Debit Card,2022-08-29,2022,8,3,2022-08,Processing,False,West,Oregon
ORD-105163,CUST-1788,James Williams,Electronics,Laptops,705.49,5,0.0,0.0,3527.45,Bank Transfer,2023-06-18,2023,6,2,2023-06,Cancelled,False,East,Illinois
ORD-111951,CUST-3025,Susan Harris,Beauty,Skincare,201.7,3,5.0,30.25,574.85,Gift Card,2023-06-15,2023,6,2,2023-06,Cancelled,False,South,Virginia
ORD-104747,CUST-3060,Matthew Brown,Clothing,Accessories,63.24,4,15.0,37.94,215.02,Paypal,2023-02-12,2023,2,1,2023-02,Returned,True,East,Illinois
ORD-103231,CUST-2250,Jennifer Jones,Electronics,Tablets,913.59,8,10.0,730.87,6577.85,Debit Card,2022-01-03,2022,1,1,2022-01,Processing,False,West,Oregon
ORD-114054,CUST-4484,David Garcia,Beauty,Personal Care,339.13,9,20.0,610.43,2441.74,Credit Card,2023-01-29,2023,1,1,2023-01,Shipped,False,North,Connecticut
ORD-114487,CUST-2817,Sarah Wright,Food & Beverage,Beverages,741.74,5,5.0,185.44,3523.26,Gift Card,2022-11-07,2022,11,4,2022-11,Shipped,False,South,Georgia
ORD-102484,CUST-3199,Lisa Walker,Beauty,Fragrances,696.7,3,0.0,0.0,2090.1,Paypal,2022-08-08,2022,8,3,2022-08,Cancelled,False,North,Massachusetts
ORD-113821,CUST-4689,Charles White,Sports,Fitness Equipment,374.53,5,20.0,374.53,1498.12,Bank Transfer,2023-03-19,2023,3,1,2023-03,Returned,True,Central,Colorado
ORD-106431,CUST-2124,Joseph Robinson,Books,Non-Fiction,1412.21,5,0.0,0.0,7061.05,Paypal,2023-08-10,2023,8,3,2023-08,Processing,False,North,Pennsylvania
ORD-100952,CUST-1112,Margaret White,Clothing,Accessories,267.18,9,15.0,360.69,2043.93,Paypal,2023-12-05,2023,12,4,2023-12,Returned,True,South,North Carolina
ORD-111892,CUST-1216,Jessica Taylor,Sports,Outdoor Gear,190.29,7,10.0,133.2,1198.83,Credit Card,2024-03-26,2024,3,1,2024-03,Shipped,False,South,Georgia
ORD-110007,CUST-4309,Margaret Johnson,Toys,Dolls,967.58,8,20.0,1548.13,6192.51,Gift Card,2022-09-21,2022,9,3,2022-09,Shipped,False,East,Ohio
ORD-103409,CUST-3572,Joseph Smith,Clothing,Accessories,65.32,2,20.0,26.13,104.51,Paypal,2022-12-22,2022,12,4,2022-12,Cancelled,False,South,Texas
ORD-105598,CUST-3579,Barbara White,Electronics,Smartphones,995.04,3,0.0,0.0,2985.12,Paypal,2023-09-11,2023,9,3,2023-09,Cancelled,False,West,Oregon
ORD-101718,CUST-3386,Linda Miller,Toys,Puzzles,1475.6,9,0.0,0.0,13280.4,Paypal,2024-04-03,2024,4,2,2024-04,Delivered,False,Central,Minnesota
ORD-110094,CUST-1378,Anonymous,Books,Children'S,1242.73,8,0.0,0.0,9941.84,Bank Transfer,2023-03-23,2023,3,1,2023-03,Processing,False,East,Wisconsin
ORD-110287,CUST-3046,Sandra Thompson,Books,Non-Fiction,152.49,7,10.0,106.74,960.69,Gift Card,2022-05-18,2022,5,2,2022-05,Processing,False,South,Texas
ORD-104397,CUST-3187,Mary Brown,Books,Non-Fiction,120.4,2,5.0,12.04,228.76,Paypal,2023-03-15,2023,3,1,2023-03,Processing,False,Central,Minnesota
ORD-114659,CUST-1197,Linda Walker,Food & Beverage,Supplements,1476.45,6,15.0,1328.8,7529.9,Paypal,2022-08-14,2022,8,3,2022-08,Delivered,False,North,Massachusetts
ORD-107615,CUST-5854,John Robinson,Sports,Fitness Equipment,741.74,1,10.0,74.17,667.57,Bank Transfer,2024-05-13,2024,5,2,2024-05,Delivered,False,North,Massachusetts
ORD-110890,CUST-4475,Donald Walker,Books,Non-Fiction,1283.95,6,0.0,0.0,7703.7,Credit Card,2022-08-01,2022,8,3,2022-08,Shipped,False,North,New Jersey
ORD-111825,CUST-1408,Daniel Brown,Beauty,Makeup,439.27,2,20.0,175.71,702.83,Bank Transfer,2024-01-17,2024,1,1,2024-01,Shipped,False,South,Georgia
ORD-114763,CUST-4395,Mark Jones,Clothing,Kids' Wear,610.75,4,0.0,0.0,2443.0,Credit Card,2023-05-24,2023,5,2,2023-05,Delivered,False,North,New Jersey
ORD-102564,CUST-1608,Joseph Garcia,Sports,Outdoor Gear,607.3,2,15.0,182.19,1032.41,Credit Card,2022-01-11,2022,1,1,2022-01,Processing,False,South,Georgia
ORD-109045,CUST-2166,Robert White,Electronics,Laptops,49.88,3,15.0,22.45,127.19,Unknown,2023-06-06,2023,6,2,2023-06,Delivered,False,East,Wisconsin
ORD-101146,CUST-4836,William King,Toys,Stem Toys,741.74,9,0.0,0.0,6675.66,Debit Card,2022-11-13,2022,11,4,2022-11,Processing,False,South,Virginia
ORD-101937,CUST-1646,Joseph White,Beauty,Fragrances,1238.45,1,0.0,0.0,1238.45,Gift Card,2023-04-16,2023,4,2,2023-04,Returned,True,Central,Kansas
ORD-114353,CUST-2182,Jessica Robinson,Beauty,Haircare,531.1,8,0.0,0.0,4248.8,Bank Transfer,2022-05-12,2022,5,2,2022-05,Cancelled,False,East,Indiana
ORD-101031,CUST-4256,Margaret King,Electronics,Smartphones,896.42,5,5.0,224.1,4258.0,Debit Card,2024-02-10,2024,2,1,2024-02,Processing,False,West,Arizona
ORD-103884,CUST-5004,Joseph Robinson,Toys,Stem Toys,1329.84,5,0.0,0.0,6649.2,Paypal,2022-07-01,2022,7,3,2022-07,Shipped,False,South,Virginia
ORD-114714,CUST-3543,Barbara King,Clothing,Accessories,802.74,3,0.0,0.0,2408.22,Paypal,2023-11-07,2023,11,4,2023-11,Returned,True,West,Washington
ORD-113978,CUST-2446,Emily Wright,Home & Garden,Lighting,18.76,1,0.0,0.0,18.76,Unknown,2023-08-16,2023,8,3,2023-08,Cancelled,False,North,New York
ORD-105863,CUST-5961,Linda Thomas,Toys,Stem Toys,636.92,8,0.0,0.0,5095.36,Paypal,2023-09-18,2023,9,3,2023-09,Processing,False,West,Washington
ORD-107475,CUST-4896,Karen Martin,Toys,Action Figures,741.74,3,15.0,333.78,1891.44,Bank Transfer,2024-01-22,2024,1,1,2024-01,Returned,True,South,Georgia
ORD-108294,CUST-5158,Anthony Wright,Electronics,Laptops,1158.13,1,0.0,0.0,1158.13,Credit Card,2024-05-18,2024,5,2,2024-05,Shipped,False,Central,Kansas
ORD-103858,CUST-3548,Susan Brown,Beauty,Fragrances,607.8,1,25.0,151.95,455.85,Bank Transfer,2022-07-13,2022,7,3,2022-07,Cancelled,False,North,Connecticut
ORD-100096,CUST-2170,John Robinson,Electronics,Smartphones,786.49,4,0.0,0.0,3145.96,Credit Card,2023-09-20,2023,9,3,2023-09,Cancelled,False,West,Oregon
ORD-113665,CUST-2078,Richard Jackson,Beauty,Personal Care,1315.15,5,5.0,328.79,6246.96,Paypal,2022-06-12,2022,6,2,2022-06,Cancelled,False,East,Michigan
ORD-103130,CUST-1076,Mary Lewis,Food & Beverage,Snacks,1208.61,4,0.0,0.0,4834.44,Unknown,2022-02-04,2022,2,1,2022-02,Returned,True,Central,Colorado
ORD-102474,CUST-3088,Daniel Walker,Clothing,Kids' Wear,802.41,4,0.0,0.0,3209.64,Debit Card,2022-11-26,2022,11,4,2022-11,Cancelled,False,South,Georgia
ORD-103931,CUST-5788,David Brown,Books,Non-Fiction,275.87,7,10.0,193.11,1737.98,Credit Card,2023-11-22,2023,11,4,2023-11,Returned,True,South,Georgia
ORD-102627,CUST-4554,Robert Robinson,Electronics,Tablets,1032.09,5,5.0,258.02,4902.43,Bank Transfer,2023-11-21,2023,11,4,2023-11,Cancelled,False,West,California
ORD-103773,CUST-4468,Daniel Lewis,Books,Fiction,1100.84,2,0.0,0.0,2201.68,Credit Card,2022-01-03,2022,1,1,2022-01,Processing,False,North,Massachusetts
ORD-109622,CUST-1681,James Taylor,Electronics,Headphones,587.54,9,10.0,528.79,4759.07,Bank Transfer,2022-09-09,2022,9,3,2022-09,Shipped,False,North,Massachusetts
ORD-102239,CUST-3331,Emily Martin,Electronics,Cameras,363.07,5,10.0,181.54,1633.81,Gift Card,2022-10-08,2022,10,4,2022-10,Delivered,False,West,Oregon
ORD-110484,CUST-2720,Michael Lewis,Clothing,Accessories,78.92,2,10.0,15.78,142.06,Credit Card,2023-02-17,2023,2,1,2023-02,Returned,True,Central,Colorado
ORD-113482,CUST-3988,Jennifer Davis,Home & Garden,Garden Tools,926.98,4,0.0,0.0,3707.92,Debit Card,2023-09-06,2023,9,3,2023-09,Processing,False,Central,Kansas
ORD-107535,CUST-3480,Sarah Young,Toys,Action Figures,1053.43,5,5.0,263.36,5003.79,Paypal,2022-07-31,2022,7,3,2022-07,Returned,True,South,North Carolina
ORD-111188,CUST-3334,John Thomas,Food & Beverage,Beverages,428.68,1,5.0,21.43,407.25,Debit Card,2022-03-26,2022,3,1,2022-03,Delivered,False,Central,Iowa
ORD-111153,CUST-2770,Betty Brown,Books,Children'S,626.41,7,0.0,0.0,4384.87,Credit Card,2024-06-05,2024,6,2,2024-06,Delivered,False,North,New Jersey
ORD-103027,CUST-2695,Sarah Williams,Books,Fiction,741.74,2,0.0,0.0,1483.48,Bank Transfer,2023-11-30,2023,11,4,2023-11,Delivered,False,North,Pennsylvania
ORD-114639,CUST-1962,Mark Walker,Clothing,Women'S Wear,959.89,8,0.0,0.0,7679.12,Gift Card,2022-11-07,2022,11,4,2022-11,Processing,False,West,Nevada
ORD-102389,CUST-3444,Matthew King,Home & Garden,Furniture,1034.17,4,10.0,413.67,3723.01,Debit Card,2024-03-25,2024,3,1,2024-03,Cancelled,False,West,Nevada
ORD-105290,CUST-4843,Anthony Jones,Toys,Puzzles,426.33,6,0.0,0.0,2557.98,Unknown,2024-04-29,2024,4,2,2024-04,Cancelled,False,South,Virginia
ORD-110043,CUST-4552,Mary Smith,Sports,Cycling,839.41,1,5.0,41.97,797.44,Gift Card,2023-03-06,2023,3,1,2023-03,Shipped,False,South,Texas
ORD-101592,CUST-3964,Betty Harris,Electronics,Smartphones,196.95,5,10.0,98.48,886.27,Bank Transfer,2022-02-25,2022,2,1,2022-02,Delivered,False,South,Florida
ORD-102391,CUST-5460,Linda Williams,Books,Academic,254.46,8,0.0,0.0,2035.68,Paypal,2024-01-16,2024,1,1,2024-01,Unknown,False,East,Michigan
ORD-103082,CUST-3199,Jennifer Thomas,Electronics,Smartphones,307.94,4,0.0,0.0,1231.76,Gift Card,2024-01-22,2024,1,1,2024-01,Shipped,False,West,Arizona
ORD-106932,CUST-2284,Susan Garcia,Home & Garden,Furniture,643.53,7,0.0,0.0,4504.71,Paypal,2024-01-08,2024,1,1,2024-01,Delivered,False,Central,Missouri
ORD-105830,CUST-5759,Sandra Miller,Books,Children'S,1494.36,6,15.0,1344.92,7621.24,Paypal,2023-02-04,2023,2,1,2023-02,Delivered,False,Central,Missouri
ORD-112176,CUST-1510,Jennifer Garcia,Food & Beverage,Supplements,741.74,5,5.0,185.44,3523.26,Bank Transfer,2022-09-26,2022,9,3,2022-09,Returned,True,West,Nevada
ORD-112124,CUST-4595,Ashley Garcia,Books,Children'S,494.68,1,10.0,49.47,445.21,Credit Card,2023-03-17,2023,3,1,2023-03,Shipped,False,East,Illinois
ORD-110844,CUST-3763,Ashley Lewis,Home & Garden,Lighting,197.58,7,0.0,0.0,1383.06,Bank Transfer,2023-05-19,2023,5,2,2023-05,Delivered,False,South,Florida
ORD-112498,CUST-3596,Betty Brown,Beauty,Haircare,1149.42,2,0.0,0.0,2298.84,Gift Card,2024-06-22,2024,6,2,2024-06,Cancelled,False,South,Florida
ORD-105400,CUST-1426,James Davis,Sports,Cycling,369.77,2,10.0,73.95,665.59,Paypal,2024-01-27,2024,1,1,2024-01,Processing,False,North,New York
ORD-114929,CUST-4065,Linda Davis,Books,Comics,651.89,7,20.0,912.65,3650.58,Gift Card,2023-03-06,2023,3,1,2023-03,Shipped,False,South,Virginia
ORD-102901,CUST-4682,Michael Brown,Sports,Outdoor Gear,1149.49,2,0.0,0.0,2298.98,Debit Card,2022-08-26,2022,8,3,2022-08,Delivered,False,West,Nevada
ORD-104099,CUST-3095,Matthew Miller,Toys,Board Games,46.64,4,0.0,0.0,186.56,Paypal,2022-02-20,2022,2,1,2022-02,Cancelled,False,East,Wisconsin
ORD-114777,CUST-3159,Donald Smith,Clothing,Kids' Wear,30.26,6,10.0,18.16,163.4,Gift Card,2022-01-20,2022,1,1,2022-01,Returned,True,Central,Missouri
ORD-112366,CUST-5678,Matthew Young,Electronics,Tablets,1246.72,5,10.0,623.36,5610.24,Bank Transfer,2023-12-02,2023,12,4,2023-12,Shipped,False,East,Michigan
ORD-102540,CUST-2607,Christopher Martin,Toys,Stem Toys,989.52,9,0.0,0.0,8905.68,Paypal,2022-12-15,2022,12,4,2022-12,Shipped,False,East,Ohio
ORD-110622,CUST-2215,Karen Thomas,Toys,Action Figures,924.08,6,0.0,0.0,5544.48,Gift Card,2022-09-15,2022,9,3,2022-09,Shipped,False,East,Ohio
ORD-112239,CUST-1375,David Brown,Clothing,Men'S Wear,1488.1,2,5.0,148.81,2827.39,Unknown,2022-01-12,2022,1,1,2022-01,Processing,False,East,Indiana
ORD-111560,CUST-5014,Linda Brown,Beauty,Makeup,624.03,6,0.0,0.0,3744.18,Paypal,2022-04-18,2022,4,2,2022-04,Delivered,False,Central,Iowa
ORD-111744,CUST-4758,Sandra Harris,Home & Garden,Kitchenware,1222.01,4,20.0,977.61,3910.43,Debit Card,2022-09-18,2022,9,3,2022-09,Cancelled,False,Central,Iowa
ORD-108395,CUST-5338,Joseph Wright,Food & Beverage,Organic,1057.64,4,10.0,423.06,3807.5,Paypal,2023-03-13,2023,3,1,2023-03,Returned,True,West,Nevada
ORD-113491,CUST-3761,Karen King,Food & Beverage,Organic,255.3,8,0.0,0.0,2042.4,Bank Transfer,2022-11-12,2022,11,4,2022-11,Returned,True,West,Nevada
ORD-112407,CUST-2042,James Taylor,Toys,Stem Toys,329.8,2,0.0,0.0,659.6,Unknown,2022-08-29,2022,8,3,2022-08,Returned,True,South,North Carolina
ORD-104184,CUST-3197,Mary Thompson,Home & Garden,Bedding,204.15,1,0.0,0.0,204.15,Debit Card,2022-01-27,2022,1,1,2022-01,Processing,False,Central,Minnesota
ORD-112657,CUST-5902,Emily Jackson,Home & Garden,Garden Tools,16.73,8,0.0,0.0,133.84,Paypal,2022-08-15,2022,8,3,2022-08,Shipped,False,East,Illinois
ORD-102576,CUST-4057,Matthew Williams,Electronics,Tablets,1468.58,1,0.0,0.0,1468.58,Debit Card,2022-01-13,2022,1,1,2022-01,Shipped,False,East,Indiana
ORD-113556,CUST-5199,Emily Wright,Sports,Fitness Equipment,287.43,5,20.0,287.43,1149.72,Credit Card,2023-10-08,2023,10,4,2023-10,Cancelled,False,East,Michigan
ORD-109691,CUST-2322,Nancy Thompson,Beauty,Fragrances,660.79,3,0.0,0.0,1982.37,Bank Transfer,2022-07-02,2022,7,3,2022-07,Cancelled,False,West,Nevada
ORD-110144,CUST-5617,Ashley Thomas,Clothing,Accessories,939.26,3,15.0,422.67,2395.11,Debit Card,2023-02-27,2023,2,1,2023-02,Shipped,False,West,Arizona
ORD-109357,CUST-4750,Sarah King,Food & Beverage,Organic,741.74,5,0.0,0.0,3708.7,Bank Transfer,2022-03-07,2022,3,1,2022-03,Processing,False,North,Pennsylvania
ORD-114751,CUST-2793,Donald Garcia,Toys,Dolls,301.84,4,0.0,0.0,1207.36,Bank Transfer,2023-07-15,2023,7,3,2023-07,Shipped,False,South,Virginia
