order_id,customer_id,customer_name,category,sub_category,unit_price,quantity,discount_pct,payment_method,order_date,shipping_status,region,state
ORD-114089,CUST-4929,Ashley Thomas,Clothing,Men's Wear,814.12,9,0,PayPal,01/08/2022,Returned,Central,Missouri
ORD-114158,CUST-5328,Christopher Brown,Books,Children's,1291.79,8,5,  Credit Card  ,06/11/2023,Shipped,West,Nevada
ORD-114621,CUST-4553,Anthony Davis,FOOD & BEVERAGE,Organic,522.87,5,0,,26-Sep-2022,Delivered,North,Connecticut
ORD-107472,CUST-4505,Nancy Smith,Home & Garden,Lighting,1306.84,1,0,Credit Card,12-Apr-2024,Shipped,South,Texas
ORD-102337,CUST-5180,David Miller,Home & Garden,Lighting,556.73,9,0,Debit Card,2024-04-12,Delivered,South,Texas
ORD-108064,CUST-5836,Emily Wright,  Toys  ,Action Figures,1448.65,9,0,Gift Card,2023-01-14,SHIPPED,West,Oregon
ORD-112290,CUST-3498,Sandra King,Clothing,Women's Wear,644.04,7,0,Bank Transfer,06-Jun-2022,Cancelled,East,Michigan
ORD-108489,CUST-5878,Ashley Anderson,Food & Beverage,Coffee & Tea,275.92,1,15,Debit Card,15-Jun-2022,,North,Pennsylvania
ORD-100394,CUST-4329,Christopher Jackson,Food & Beverage,Snacks,514.5,8,,Debit Card,11/24/2022,Delivered,South,Florida
ORD-107120,CUST-3336,Ashley Lewis,Books,Non-Fiction,,5,0,credit card,02/23/2022,delivered,Central,Kansas
ORD-100293,CUST-2926,Donald Jones,Electronics,Headphones,543.49,1,,Debit Card,30-Jul-2023,Shipped,North,Pennsylvania
ORD-113005,CUST-4867,,electronics,Headphones,1035.29,4,15,DEBIT CARD,2022-10-08,DELIVERED,South,Florida
ORD-104639,CUST-5785,Richard Miller,CLOTHING,Women's Wear,1218.86,4,0,Gift Card,11/12/2023,Returned,Central,Iowa
ORD-103016,CUST-4596,Jennifer Allen,Books,Non-Fiction,1100.39,6,0,Credit Card,10/13/2022,Returned,South,Texas
ORD-102312,CUST-5880,Sandra Smith,Beauty,Personal Care,742.85,6,5,Gift Card,15-Nov-2023,  Processing  ,North,New Jersey
ORD-113283,CUST-3203,David Thomas,Beauty,Haircare,356.81,1,5,Gift Card,31-Jul-2023,Processing,East,Wisconsin
ORD-109566,CUST-5981,,Home & Garden,Lighting,933.14,1,5,,24-Aug-2022,Shipped,East,Indiana
ORD-103120,CUST-1779,Lisa Davis,Food & Beverage,Supplements,409.86,5,0,Debit Card,2022-11-04,Shipped,East,Michigan
ORD-104462,CUST-3467,Margaret Garcia,  Beauty  ,Makeup,1494.81,9,5,Bank Transfer,06/10/2022,,North,Massachusetts
ORD-113615,CUST-3693,John Walker,Electronics,Headphones,1121.35,7,0,bank transfer,06/28/2024,Returned,East,Wisconsin
ORD-102366,CUST-3351,Barbara Brown,FOOD & BEVERAGE,Supplements,188.89,3,15,Bank Transfer,15-Mar-2022,Returned,West,Oregon
ORD-113080,CUST-4895,Thomas Wright,Clothing,Accessories,413.02,,0,PAYPAL,2022-12-10,Cancelled,East,Illinois
ORD-106834,CUST-3467,Joseph Johnson,Sports,Outdoor Gear,1356.65,4,15,PayPal,2022-06-15,Processing,East,Michigan
ORD-105958,CUST-4724,Richard Jones,home & garden,Lighting,1155.75,5,20,PayPal,2024-03-04,Shipped,Central,Missouri
ORD-105270,CUST-5372,Barbara Garcia,Home & Garden,Lighting,293.05,6,5,Debit Card,10-Nov-2023,Shipped,East,Indiana
ORD-102054,CUST-1602,Daniel Allen,TOYS,Board Games,1275.71,2,5,Bank Transfer,11-Jun-2022,Processing,Central,Kansas
ORD-113715,CUST-2547,James Walker,Food & Beverage,Organic,321.22,6,0,Bank Transfer,30-Oct-2022,delivered,South,North Carolina
ORD-111554,CUST-2002,Susan White,Home & Garden,Bedding,912.35,1,0,Bank Transfer,03/18/2022,delivered,North,Pennsylvania
ORD-113841,CUST-4893,Thomas Smith,Beauty,Fragrances,770.6,7,10,Credit Card,31-Aug-2023,  Returned  ,Central,Colorado
ORD-103402,CUST-5789,Karen White,Clothing,Footwear,1498.34,2,0,Gift Card,2023-07-20,Processing,South,Florida
ORD-108994,CUST-5804,William Martin,HOME & GARDEN,Furniture,447.62,4,10,Debit Card,2023-03-17,cancelled,North,New York
ORD-109542,CUST-4078,Susan Lewis,Home & Garden,Lighting,525.21,3,5,bank transfer,04-Jun-2022,Delivered,West,Nevada
ORD-105279,CUST-3996,Karen Walker,sports,Fitness Equipment,517.82,1,5,Credit Card,14-Jun-2024,Cancelled,Central,Iowa
ORD-113649,CUST-4828,Joseph Johnson,  Electronics  ,Tablets,1024.29,6,5,Debit Card,20-Jun-2022,Delivered,South,Florida
ORD-111217,CUST-4800,Jennifer Garcia,BOOKS,Academic,1003.56,2,0,,2022-03-21,returned,East,Wisconsin
ORD-104013,CUST-4384,Barbara Martin,Food & Beverage,Coffee & Tea,294.19,3,0,Gift Card,17-Apr-2022,RETURNED,Central,Iowa
ORD-103063,CUST-4300,Betty King,Beauty,Haircare,937.35,8,15,Credit Card,2022-11-06,SHIPPED,Central,Kansas
ORD-112798,CUST-3527,James Smith,home & garden,Lighting,1012.67,4,0,credit card,2023-08-04,Delivered,South,Georgia
ORD-109893,CUST-1951,John Garcia,Sports,Water Sports,1079.77,4,0,PayPal,29-Sep-2023,Returned,North,New Jersey
ORD-105597,CUST-2759,Patricia Robinson,Toys,Board Games,1025.36,5,0,PayPal,24-Dec-2023,Processing,West,Nevada
ORD-112888,CUST-3385,James Williams,home & garden,Kitchenware,1430.72,2,15,PayPal,2023-11-23,Returned,South,North Carolina
ORD-108862,CUST-4333,Betty White,Toys,Dolls,1292.21,3,20,PayPal,2022-01-10,RETURNED,East,Indiana
ORD-112810,CUST-5421,Emily Taylor,FOOD & BEVERAGE,Supplements,434.59,5,5,Debit Card,2022-09-20,Returned,North,Connecticut
ORD-108621,CUST-1697,Sarah Jones,HOME & GARDEN,Furniture,274.1,4,15,Credit Card,05-Aug-2022,Delivered,East,Michigan
ORD-103592,CUST-2290,Susan Williams,Beauty,Personal Care,853.75,6,5,Gift Card,07/01/2023,Delivered,West,Arizona
ORD-113400,CUST-2052,Susan Miller,Food & Beverage,Snacks,1482.16,3,5,PayPal,09-May-2022,Returned,North,New Jersey
ORD-106334,CUST-4566,Joseph Harris,Food & Beverage,Organic,368.47,8,25,Credit Card,03/06/2023,processing,North,Massachusetts
ORD-100465,CUST-4345,Susan Anderson,Sports,Outdoor Gear,565.43,7,0,gift card,2023-03-16,  Delivered  ,East,Ohio
ORD-103485,CUST-4653,Thomas King,Electronics,Laptops,891.3,1,0,PayPal,08-Oct-2022,Delivered,East,Wisconsin
ORD-102124,CUST-1900,Emily Wilson,Books,Children's,1476.24,6,15,Debit Card,2022-05-18,Delivered,South,Virginia
ORD-105751,CUST-5775,Jessica Thompson,Home & Garden,Furniture,1198.84,,15,Credit Card,2022-09-13,Delivered,West,California
ORD-107254,CUST-5018,Susan Taylor,Clothing,Accessories,484.39,9,20,Gift Card,2023-11-19,Cancelled,North,Pennsylvania
ORD-100113,CUST-1385,John Harris,Home & Garden,Lighting,1213.14,2,0,  Credit Card  ,17-Mar-2022,shipped,Central,Iowa
ORD-104438,CUST-1610,Joseph Harris,Home & Garden,Kitchenware,1488.81,4,20,Debit Card,10/07/2022,Shipped,East,Indiana
ORD-107782,CUST-4464,Mary Thompson,Beauty,Fragrances,1319.41,9,0,Gift Card,2023-12-11,Cancelled,South,Florida
ORD-109004,CUST-2641,Jennifer Brown,  Clothing  ,Kids' Wear,946.9,1,0,Gift Card,01/17/2024,Delivered,South,Virginia
ORD-102477,CUST-1647,Susan Taylor,Clothing,Men's Wear,1186.81,6,15,Credit Card,19-May-2022,  Delivered  ,South,Virginia
ORD-102609,CUST-4760,Karen Lewis,Toys,STEM Toys,98.72,3,5,Debit Card,20-Aug-2023,returned,West,Oregon
ORD-107416,CUST-5136,Sandra Allen,Beauty,Personal Care,460.62,8,15,Bank Transfer,2022-01-15,Returned,North,Pennsylvania
ORD-108803,CUST-1069,David Thompson,Toys,Board Games,1488.06,4,0,GIFT CARD,03/08/2022,  Delivered  ,North,Massachusetts
ORD-110085,CUST-5146,Daniel White,Home & Garden,Furniture,,8,0,Credit Card,29-Mar-2022,Returned,Central,Minnesota
ORD-100035,CUST-1837,Lisa Miller,Sports,Fitness Equipment,1213.55,4,25,PAYPAL,10-Apr-2022,Returned,East,Ohio
ORD-113405,CUST-3319,Daniel Martin,Beauty,Makeup,520.59,2,0,Bank Transfer,01/10/2022,Cancelled,North,New York
ORD-108692,CUST-5800,John Allen,beauty,Makeup,399.39,,0,Bank Transfer,06/24/2022,Cancelled,East,Wisconsin
ORD-101071,CUST-5076,Sarah Jackson,Beauty,Skincare,354.24,5,15,Debit Card,2022-12-11,  Shipped  ,North,New Jersey
ORD-102629,CUST-5635,Mary King,Toys,Dolls,584.53,8,0,Bank Transfer,08/15/2022,Delivered,South,Georgia
ORD-114307,CUST-4861,Jessica Lewis,Books,Fiction,281.91,5,0,GIFT CARD,2022-10-21,Cancelled,East,Illinois
ORD-114776,CUST-3981,Sarah Young,Books,Comics,401.4,9,15,Bank Transfer,06/17/2024,Cancelled,West,Oregon
ORD-105689,CUST-2622,Sandra Wright,  Books  ,Non-Fiction,970.66,6,0,PayPal,10/16/2023,Returned,East,Indiana
ORD-110675,CUST-4935,James Wilson,Home & Garden,Garden Tools,1158.85,8,0,Gift Card,08/21/2023,returned,West,Washington
ORD-108158,CUST-1626,Mary Allen,Books,Comics,606.43,7,5,debit card,01/27/2024,Processing,Central,Iowa
ORD-101372,CUST-2173,Joseph Jones,  Books  ,Academic,1282.31,2,5,Bank Transfer,11/14/2022,  Processing  ,North,New Jersey
ORD-110814,CUST-2172,Robert Robinson,Toys,Board Games,1059.9,7,5,CREDIT CARD,08-Oct-2023,Cancelled,East,Wisconsin
ORD-114280,CUST-3595,Christopher Young,Food & Beverage,Snacks,1340.34,,0,Bank Transfer,2022-01-15,cancelled,North,New York
ORD-105309,CUST-3047,Patricia Anderson,Home & Garden,Furniture,1341.43,5,0,Credit Card,06-Jan-2024,CANCELLED,South,Texas
ORD-111242,CUST-5687,Margaret Taylor,Beauty,Personal Care,260.66,4,0,gift card,05/30/2024,Processing,North,Pennsylvania
ORD-110381,CUST-2274,Lisa Wilson,Beauty,Haircare,1063.5,3,0,credit card,02/13/2022,Processing,Central,Missouri
ORD-109096,CUST-1378,Christopher Thomas,Sports,Fitness Equipment,436.96,8,0,Bank Transfer,2023-11-23,Shipped,West,Nevada
ORD-109487,CUST-4188,Emily Williams,Clothing,Accessories,283.54,1,0,BANK TRANSFER,03/11/2022,Delivered,East,Wisconsin
ORD-113167,CUST-1312,Karen Robinson,Beauty,Skincare,,5,0,Bank Transfer,2022-12-05,Processing,West,California
ORD-112184,CUST-1579,Charles Allen,Books,Children's,113.66,6,5,Debit Card,11/03/2022,  Delivered  ,West,Arizona
ORD-100868,CUST-3364,Matthew Taylor,Clothing,Kids' Wear,1293.37,4,0,Gift Card,11/03/2022,Shipped,West,Oregon
ORD-111618,CUST-4775,Barbara Walker,Clothing,Men's Wear,1377.11,2,10,Debit Card,02-Mar-2024,Delivered,Central,Kansas
ORD-104978,CUST-2640,Lisa Allen,Home & Garden,Kitchenware,6.41,4,20,Gift Card,07/30/2023,Shipped,West,Nevada
ORD-100015,CUST-2905,Sandra Wright,Food & Beverage,Coffee & Tea,279.19,3,15,Credit Card,2023-03-17,Returned,South,Virginia
ORD-104609,CUST-3070,Robert Harris,Beauty,Personal Care,568.13,6,5,GIFT CARD,01/06/2024,Cancelled,South,North Carolina
ORD-108398,CUST-2130,Robert Martin,Toys,Board Games,1288.27,7,10,,02/07/2024,Processing,South,North Carolina
ORD-113815,CUST-3004,Sandra Williams,Sports,Cycling,385.11,4,0,Debit Card,2024-01-31,Delivered,West,Nevada
ORD-113616,CUST-5435,Matthew Garcia,Beauty,Haircare,169.24,4,0,Bank Transfer,26-Oct-2022,Shipped,North,Pennsylvania
ORD-108753,CUST-5375,Betty Taylor,beauty,Haircare,264.49,6,25,Credit Card,21-Jan-2022,Cancelled,West,Nevada
ORD-101953,CUST-3765,James Walker,CLOTHING,Footwear,,4,0,gift card,2022-06-01,Returned,South,Texas
ORD-106826,CUST-4375,Linda Wright,beauty,Skincare,299.88,7,10,gift card,04/08/2023,shipped,South,Virginia
ORD-112433,CUST-1894,Ashley Thomas,Sports,Team Sports,845.61,7,0,Debit Card,11/03/2022,Returned,South,Virginia
ORD-113371,CUST-2641,Emily Young,Toys,Puzzles,374.48,7,10,Debit Card,2024-01-14,Shipped,North,Pennsylvania
ORD-113401,CUST-3607,,SPORTS,Team Sports,989.96,4,10,PayPal,2023-04-26,Delivered,North,Massachusetts
ORD-105952,CUST-4693,Mark Davis,Electronics,Headphones,1186.17,5,15,Bank Transfer,2023-02-25,Delivered,East,Michigan
ORD-107249,CUST-2632,Linda Williams,Electronics,Tablets,1219.56,5,10,  Bank Transfer  ,08/25/2023,Returned,West,Oregon
ORD-109898,CUST-4114,Betty Garcia,Books,Non-Fiction,1247.23,9,10,  Bank Transfer  ,01/31/2022,Delivered,West,Arizona
ORD-114341,CUST-2671,James Young,  Toys  ,Dolls,278.42,3,10,Bank Transfer,06/11/2022,SHIPPED,South,Virginia
ORD-111405,CUST-5646,John Taylor,Sports,Cycling,887.43,9,20,PayPal,24-Apr-2024,  Returned  ,West,Oregon
ORD-102848,CUST-4064,Christopher Wilson,Food & Beverage,Organic,848.29,2,0,PayPal,07/22/2022,PROCESSING,East,Michigan
ORD-109212,CUST-1097,Patricia Anderson,Toys,Dolls,101.16,3,0,Bank Transfer,23-Apr-2024,CANCELLED,East,Michigan
ORD-104429,CUST-4012,Nancy Davis,sports,Water Sports,1197.28,3,0,gift card,08/01/2023,Processing,West,Nevada
ORD-104514,CUST-3428,Sarah Young,Home & Garden,Bedding,828.04,7,0,Gift Card,19-Dec-2023,Delivered,Central,Kansas
ORD-113549,CUST-3675,Margaret Harris,Toys,Action Figures,156.85,9,10,Gift Card,11/24/2022,Processing,East,Ohio
ORD-111936,CUST-2831,Linda Young,Sports,Water Sports,1189.37,8,10,Gift Card,25-Mar-2023,Returned,South,Virginia
ORD-104077,CUST-3767,Robert Johnson,Toys,Board Games,,7,5,PayPal,2024-06-24,,East,Michigan
ORD-104194,CUST-4159,Richard Jackson,Beauty,Personal Care,930.66,7,0,credit card,2022-02-05,Delivered,East,Wisconsin
ORD-113650,CUST-1242,Barbara Thompson,Toys,STEM Toys,676.98,6,0,GIFT CARD,2023-04-01,Returned,West,Arizona
ORD-110402,CUST-3043,John Jackson,Beauty,Makeup,242.48,2,0,PayPal,08/21/2023,  Processing  ,East,Ohio
ORD-104604,CUST-5198,Jessica Garcia,Beauty,Fragrances,1128.16,7,0,Gift Card,03-Jun-2024,Shipped,North,Pennsylvania
ORD-111289,CUST-2963,Daniel Miller,sports,Fitness Equipment,1062.15,8,,Debit Card,2022-08-29,PROCESSING,South,Virginia
ORD-105872,CUST-4904,David Williams,Home & Garden,Furniture,943.91,3,10,Gift Card,05/11/2023,Cancelled,Central,Kansas
ORD-101562,CUST-1428,Richard Johnson,beauty,Fragrances,1171.89,4,,Credit Card,12-Jul-2022,delivered,West,Washington
ORD-110501,CUST-3469,Margaret Brown,Home & Garden,Garden Tools,44.39,7,20,Gift Card,08/30/2022,Returned,South,Georgia
ORD-113207,CUST-5140,John Taylor,  Sports  ,Water Sports,1261.3,1,10,Debit Card,07/11/2023,Delivered,West,Washington
ORD-107672,CUST-1551,Barbara Williams,Food & Beverage,Supplements,1324.84,6,0,Gift Card,08/10/2023,,East,Wisconsin
ORD-105202,CUST-3814,Nancy Martin,FOOD & BEVERAGE,Beverages,965.95,5,0,Gift Card,2023-11-12,Delivered,East,Illinois
ORD-108141,CUST-1687,Jennifer Brown,Beauty,Fragrances,1056.77,4,,Bank Transfer,23-Feb-2024,Processing,South,Florida
ORD-112618,CUST-5163,Donald Jackson,Toys,STEM Toys,237.74,7,5,PayPal,2023-04-09,Cancelled,South,Virginia
ORD-102864,CUST-3555,Anthony Thompson,Sports,Fitness Equipment,657.74,2,0,Bank Transfer,10-May-2022,Delivered,South,Texas
ORD-105620,CUST-1752,Matthew Thomas,Beauty,Fragrances,157.31,4,0,DEBIT CARD,02/01/2022,Returned,South,Virginia
ORD-113875,CUST-2385,William Wilson,Home & Garden,Kitchenware,104.6,6,5,Debit Card,2023-12-24,Returned,South,North Carolina
ORD-108687,CUST-1990,Linda White,Sports,Water Sports,134.97,6,0,PAYPAL,05-Jun-2024,,West,Washington
ORD-109934,CUST-5115,Margaret Smith,Sports,Water Sports,458.75,3,,Credit Card,06/02/2022,Processing,East,Wisconsin
ORD-101659,CUST-5205,James Allen,CLOTHING,Accessories,673.57,7,10,Bank Transfer,2022-10-15,Delivered,North,New Jersey
ORD-104081,CUST-5015,Karen Young,Electronics,Smartphones,353.83,6,5,paypal,12/12/2022,Shipped,West,Washington
ORD-108642,CUST-5370,Joseph Wright,Books,Non-Fiction,416.79,1,5,Debit Card,10-May-2024,shipped,North,Connecticut
ORD-101370,CUST-1050,William Johnson,Food & Beverage,Coffee & Tea,1457.24,9,5,Debit Card,10-Dec-2023,Delivered,East,Indiana
ORD-111923,CUST-4944,Joseph Lewis,home & garden,Lighting,1469.23,4,0,,04/09/2023,RETURNED,South,Texas
ORD-112207,CUST-5376,Thomas King,Sports,Cycling,874.1,9,15,PayPal,2023-04-05,Shipped,West,California
ORD-114241,CUST-2710,Linda Jones,Sports,Fitness Equipment,1333.21,7,0,PayPal,2022-09-18,CANCELLED,North,Connecticut
ORD-107012,CUST-5216,James Taylor,Toys,Action Figures,423.11,8,0,BANK TRANSFER,02/04/2023,Returned,Central,Iowa
ORD-107258,CUST-3489,Anthony Wilson,Clothing,Women's Wear,1081.96,,0,  Credit Card  ,08/30/2023,,Central,Missouri
ORD-110358,CUST-4232,Sandra Jackson,TOYS,Board Games,155.05,5,15,PayPal,29-Jun-2024,Processing,East,Ohio
ORD-112804,CUST-5391,Charles Taylor,Beauty,Haircare,1226.54,,0,paypal,2024-05-18,Shipped,Central,Kansas
ORD-112814,CUST-1739,Patricia King,Beauty,Makeup,8.78,1,0,Bank Transfer,02/21/2024,  Processing  ,Central,Colorado
ORD-100657,CUST-1210,William Anderson,Home & Garden,Lighting,547.81,4,0,bank transfer,2022-04-09,Shipped,West,Arizona
ORD-109624,CUST-5875,Sarah Harris,Beauty,Fragrances,582.73,7,10,PayPal,2022-09-16,Processing,East,Ohio
ORD-102543,CUST-4111,Donald Allen,Clothing,Accessories,922.34,2,0,Credit Card,25-Mar-2022,Processing,East,Wisconsin
ORD-114062,CUST-3896,Mark King,Clothing,Kids' Wear,773.92,1,10,Debit Card,04/16/2022,Delivered,Central,Missouri
ORD-102626,CUST-5094,Betty Harris,toys,Action Figures,138.49,3,0,PAYPAL,02/06/2022,Cancelled,South,Georgia
ORD-105899,CUST-4748,Robert Smith,  Toys  ,Dolls,801.92,7,5,DEBIT CARD,09/19/2022,Returned,East,Ohio
ORD-105642,CUST-4412,Patricia Young,Sports,Fitness Equipment,493.47,7,0,BANK TRANSFER,06-May-2023,Cancelled,South,Virginia
ORD-108971,CUST-2991,Richard Brown,Food & Beverage,Coffee & Tea,896.73,5,0,Bank Transfer,01/07/2024,Returned,East,Ohio
ORD-111192,CUST-1717,Michael Thomas,Food & Beverage,Organic,314.09,9,0,,20-Jan-2022,Cancelled,East,Illinois
ORD-105312,CUST-4099,Linda Brown,Books,Children's,1390.73,4,5,gift card,02-Dec-2022,Returned,South,North Carolina
ORD-105094,CUST-2431,Mary Robinson,Home & Garden,Lighting,72.5,4,20,GIFT CARD,2023-11-08,processing,North,New Jersey
ORD-108250,CUST-4209,Mark Taylor,HOME & GARDEN,Bedding,,9,,Gift Card,2024-02-05,Delivered,South,North Carolina
ORD-111092,CUST-1567,Ashley Jackson,  Beauty  ,Makeup,64.82,4,0,Debit Card,07/20/2022,Cancelled,East,Michigan
ORD-108331,CUST-5124,Susan Walker,Books,Non-Fiction,931.07,5,0,Debit Card,2022-12-02,DELIVERED,East,Indiana
ORD-109618,CUST-4948,Charles Martin,  Electronics  ,Laptops,1084.86,9,25,Gift Card,2022-04-01,DELIVERED,South,Virginia
ORD-108099,CUST-2705,Anthony Johnson,Clothing,Accessories,879.21,9,10,PayPal,29-May-2024,  Returned  ,West,Washington
ORD-109548,CUST-3692,Sandra Anderson,Toys,STEM Toys,708.02,1,0,Credit Card,18-Oct-2022,Shipped,West,Oregon
ORD-108677,CUST-1479,,Toys,STEM Toys,1066.35,6,0,PayPal,02/01/2024,Shipped,Central,Missouri
ORD-109725,CUST-1793,Sarah Jones,Clothing,Men's Wear,1449.44,8,10,Bank Transfer,10-Dec-2023,Processing,West,Oregon
ORD-109466,CUST-5198,,Clothing,Accessories,1389.05,9,0,Gift Card,10/09/2022,returned,East,Indiana
ORD-106853,CUST-1923,Sarah Smith,Sports,Outdoor Gear,1173.03,9,5,PayPal,07/26/2023,Returned,North,Connecticut
ORD-113357,CUST-2143,Jessica Robinson,toys,Puzzles,,2,5,PAYPAL,12/31/2023,Returned,South,Georgia
ORD-113379,CUST-4576,Patricia Wilson,FOOD & BEVERAGE,Organic,1147.26,2,10,GIFT CARD,01-May-2024,Cancelled,West,California
ORD-114590,CUST-3384,Emily Wilson,Books,Non-Fiction,1102.13,7,0,debit card,10/17/2023,,West,Oregon
ORD-101199,CUST-3291,Charles Wilson,clothing,Footwear,,2,0,Gift Card,01-Jul-2023,DELIVERED,West,California
ORD-113404,CUST-3679,Jessica Walker,Clothing,Accessories,403.49,6,10,Bank Transfer,2024-01-28,Processing,South,Georgia
ORD-107578,CUST-5687,Patricia Harris,Home & Garden,Bedding,1375.38,,5,gift card,2023-09-28,Processing,East,Wisconsin
ORD-100083,CUST-2876,David Jones,SPORTS,Team Sports,100.02,3,0,GIFT CARD,28-Jun-2023,Cancelled,West,Arizona
ORD-101026,CUST-2264,Richard Thomas,Toys,Dolls,1293.75,5,0,Bank Transfer,2023-05-27,DELIVERED,East,Illinois
ORD-103946,CUST-3663,Sarah Robinson,Clothing,Footwear,994.27,9,0,Debit Card,10/22/2022,Returned,South,Texas
ORD-108518,CUST-1639,Mary Walker,Home & Garden,Garden Tools,688.69,4,0,Debit Card,02/08/2023,Delivered,North,Massachusetts
ORD-110551,CUST-5684,Daniel Smith,Sports,Fitness Equipment,605.84,8,0,Credit Card,2022-08-15,Shipped,South,Virginia
ORD-104672,CUST-1626,Emily Wilson,Electronics,Cameras,1089.43,4,10,,05/05/2022,Shipped,West,Washington
ORD-107735,CUST-4976,Christopher Jones,Clothing,Accessories,952.61,2,0,Debit Card,02/22/2023,Delivered,Central,Kansas
ORD-105872,CUST-4904,David Williams,Home & Garden,Furniture,943.91,3,10,Gift Card,05/11/2023,Cancelled,Central,Kansas
ORD-114918,CUST-1568,Nancy Johnson,books,Fiction,1105.4,4,10,  Bank Transfer  ,26-Feb-2024,delivered,East,Michigan
ORD-108638,CUST-3009,Robert Robinson,Home & Garden,Bedding,911.74,3,5,Credit Card,05/06/2023,RETURNED,North,Massachusetts
ORD-103833,CUST-3482,Charles Brown,Electronics,Smartphones,,9,20,CREDIT CARD,17-Jan-2023,shipped,East,Michigan
ORD-114614,CUST-1828,Sandra Jackson,Food & Beverage,Coffee & Tea,806.22,,0,Gift Card,11/03/2022,Shipped,Central,Minnesota
ORD-102955,CUST-2419,Patricia Thomas,Food & Beverage,Coffee & Tea,1043.42,6,15,Debit Card,2023-06-22,Cancelled,East,Illinois
ORD-114094,CUST-4989,Ashley Brown,Sports,Outdoor Gear,1043.44,2,25,credit card,2024-01-14,Delivered,West,Nevada
ORD-101002,CUST-5684,David King,Beauty,Makeup,1310.05,1,0,CREDIT CARD,2022-01-30,,West,Oregon
ORD-111907,CUST-2031,Mark Jones,Clothing,Accessories,719.43,6,0,BANK TRANSFER,2023-02-22,Shipped,Central,Colorado
ORD-104329,CUST-5130,Jessica Wright,Clothing,Footwear,1222.51,2,25,Gift Card,2023-03-29,Returned,East,Illinois
ORD-102390,CUST-4792,John Thomas,BEAUTY,Fragrances,564.96,3,0,Credit Card,12-Apr-2022,Processing,North,Massachusetts
ORD-113941,CUST-5761,Jessica Thompson,Electronics,Cameras,421.86,6,0,Bank Transfer,2023-12-07,Cancelled,West,Arizona
ORD-104339,CUST-5164,Donald Smith,Toys,Dolls,328.42,1,10,PayPal,01/23/2022,Cancelled,West,California
ORD-110255,CUST-5361,John Miller,Sports,Water Sports,22.59,5,0,PayPal,07/10/2022,Processing,East,Indiana
ORD-104742,CUST-4100,Margaret Jones,Toys,STEM Toys,58.21,6,0,Gift Card,01-Aug-2023,Delivered,West,Nevada
ORD-113984,CUST-3454,John Robinson,Sports,Team Sports,1440.11,7,20,  Debit Card  ,06/14/2024,Shipped,East,Ohio
ORD-110511,CUST-3068,,Clothing,Footwear,836.31,7,10,Bank Transfer,20-Feb-2022,Delivered,West,Nevada
ORD-106186,CUST-1204,Linda Miller,Beauty,Haircare,1183.11,5,10,PAYPAL,2023-10-02,Processing,North,Massachusetts
ORD-104106,CUST-1395,Nancy Davis,food & beverage,Organic,,7,0,Debit Card,18-Apr-2023,Cancelled,Central,Colorado
ORD-103429,CUST-3033,Betty Miller,Home & Garden,Garden Tools,882.47,4,0,Debit Card,2023-11-30,Returned,West,Arizona
ORD-100167,CUST-1566,David White,Food & Beverage,Beverages,283.85,8,0,Credit Card,06-Jun-2022,delivered,East,Michigan
ORD-112228,CUST-4576,Nancy Johnson,Electronics,Tablets,827.69,1,10,PayPal,2023-10-09,Delivered,South,Texas
ORD-100850,CUST-1583,Sarah Garcia,Electronics,Smartphones,105.28,9,10,Gift Card,04/03/2024,Cancelled,West,Nevada
ORD-106723,CUST-2552,Mark Walker,Clothing,Accessories,644.37,6,0,PayPal,2023-07-20,Cancelled,Central,Missouri
ORD-100535,CUST-3599,Nancy Thompson,Books,Non-Fiction,1417.42,8,10,PayPal,06/19/2024,Shipped,Central,Colorado
ORD-112656,CUST-1224,Betty Brown,Food & Beverage,Organic,1105.3,6,25,PayPal,04-Feb-2022,  Processing  ,East,Indiana
ORD-110638,CUST-2455,Ashley Martin,sports,Team Sports,1127.46,3,0,Credit Card,2022-07-28,PROCESSING,West,California
ORD-101482,CUST-2588,Mary Davis,Electronics,Laptops,819.01,7,0,Debit Card,2022-02-15,Shipped,North,Massachusetts
ORD-109243,CUST-1079,Charles Allen,Beauty,Haircare,1057.38,,0,Gift Card,2023-12-22,Shipped,West,Nevada
ORD-105396,CUST-4942,Linda Martin,Books,Non-Fiction,143.21,7,0,Bank Transfer,11-Jun-2023,Cancelled,West,Arizona
ORD-111066,CUST-4723,Daniel Harris,Food & Beverage,Snacks,78.44,8,0,  Gift Card  ,06-Apr-2022,Shipped,South,North Carolina
ORD-100895,CUST-2435,,Clothing,Kids' Wear,311.45,6,5,PayPal,12/09/2022,Processing,West,Arizona
ORD-112479,CUST-2229,Sandra Lewis,Sports,Fitness Equipment,137.03,7,5,PayPal,07-Jun-2022,Returned,East,Ohio
ORD-105304,CUST-2544,Barbara Jackson,clothing,Footwear,652.1,2,5,Gift Card,2023-08-04,Processing,North,New York
ORD-109365,CUST-2293,Richard White,Sports,Team Sports,760.22,9,0,GIFT CARD,18-May-2024,Processing,Central,Colorado
ORD-113137,CUST-2596,William Jackson,Beauty,Skincare,11.4,8,0,PayPal,2023-04-28,,East,Indiana
ORD-109621,CUST-4501,Lisa Jackson,ELECTRONICS,Headphones,111.9,8,15,credit card,2023-09-11,delivered,East,Michigan
ORD-103283,CUST-5184,Sarah Thomas,Electronics,Smartphones,1324.43,8,0,,08/02/2022,PROCESSING,South,Texas
